,sentence,#aspect terms,aspect_terms,at_polarity
188,हमने Bread Bar में January restaurant week में दौरा किया और menu selections व service से बहुत खुश थे।,2,"['menu selections', 'service']","['positive', 'positive']"
189,मैं इस में restaurant दो बार जा चुका हूँ।,0,[],[]
190,वहाँ गया और विभिन्न seafood dishes के combination और appetizers को रखा।,2,"['seafood dishes', 'appetizers']","['neutral', 'neutral']"
191,यह place casual date या कुछ certain clients के lunch के लिए उत्तम है।,1,['lunch'],['neutral']
192,हमें सभी को एक apology प्राप्त हुआ क्योंकि हमने अपने' show को without dinner देखना छोड़ दिया था।,1,['dinner'],['neutral']
193,मेरे बगल के table ने कहा कि जब यह grapes को खुद  finally आए हुए  bottle of wine के लंबे overdue से crushed करता है।,2,"['bottle of wine', 'grapes']","['neutral', 'neutral']"
194,हम अपने waiter's eye से पकड़ नहीं पाए और उसने हमें ignore कर दिया।,1,['waiter's'],['negative']
195,सादा और सरल यह bad thai food है।,1,['thai food'],['negative']
196,वाकई skip करने वाला restaurant नहीं!,0,[],[]
197,"Waitress, actually में waitressing करने की तुलना में good दिखने के लिए more concerned लगती है।",1,['Waitress'],['negative']
198,मेरे fiance's का 30वें surprise birthday dinner यहाँ खुशनुमा नहीं हो सका।,1,['dinner'],['neutral']
199,"अच्छा music, बढ़िया food, speedy service सस्ती prices.",4,"['music', 'food', 'service', 'prices']","['positive', 'positive', 'positive', 'positive']"
200,"थोड़ा सा wait, लेकिन मेरी expectation से कम था।",1,['wait'],['conflict']
201,Lobster sandwich $24 का है और हालांकि यह अच्छा था लेकिन यह उसके price के अनुसार warrant नहीं था।,2,"['Lobster sandwich', 'price']","['conflict', 'negative']"
202,हो सकता है कि owner के चेहरे पर always smile हो और आपको warmly greet करेगा।,1,['owner'],['positive']
203,मैंने सिर्फ mocaramel's की review पढ़ी और जवाब देने के लिए compelled feel किया।,0,[],[]
204,"बड़ा place नहीं, लेकिन cute और cozy है।",1,['place'],['conflict']
205,People के crowds से मूर्ख मत बनो।,0,[],[]
206,"आप सभी lazy folks के लिए जो Alphabet City में नहीं आना चाहते हैं, मैं  कहूँगा, good - बाहर रहें।",0,[],[]
207,इसे sushi और service के शानदार value के लिए अत्यधिक recommend किया गया।,3,"['sushi', 'service', 'value']","['positive', 'positive', 'positive']"
208,यह place एक group द्वारा served किए जाने से इतना better होगा कि वास्तव में customer service को समझा जा सकेगा।,2,"['service', 'served']","['negative', 'negative']"
209,Food कमाल है - पक्का striped bass आज़माया है।,2,"['Food', 'striped bass']","['positive', 'positive']"
210,Tuk Tuk पड़ोस में मेरा पसंदीदा दूसरा Thai place है।,0,[],[]
211,इस place पर बहुत fun है।,0,[],[]
212,"एक Japanese native के रूप में, मैं 8 years से Tristate area में रहता हूं, लेकिन मैं आज इस place पर बहुत amazed था।",0,[],[]
